x,y,z
0,0,0
0.05,0,3.061616997868383e-18
0.075,0,0.04330127018922194
0.09999999999999999,0,0.0
0.15,0,3.061616997868383e-18
0.175,0,0.04330127018922194
0.15,0,0.08660254037844388
0.2,0,0.08660254037844388
0.225,0,0.1299038105676658
0.25,0,0.08660254037844387
0.3,0,0.08660254037844387
0.27499999999999997,0,0.04330127018922193
0.3,0,-6.938893903907228e-18
0.35,0,-3.877276906038845e-18
0.375,0,0.04330127018922193
0.4,0,-6.938893903907228e-18
0.45,0,-3.877276906038845e-18
0.47500000000000003,0,0.04330127018922193
0.45,0,0.08660254037844387
0.5,0,0.08660254037844387
0.525,0,0.1299038105676658
0.5,0,0.17320508075688776
0.45,0,0.17320508075688776
0.47500000000000003,0,0.2165063509461097
0.45,0,0.2598076211353316
0.5,0,0.2598076211353316
0.525,0,0.30310889132455354
0.55,0,0.2598076211353316
0.6000000000000001,0,0.2598076211353316
0.6250000000000001,0,0.30310889132455354
0.6000000000000001,0,0.34641016151377546
0.6500000000000001,0,0.34641016151377546
0.6750000000000002,0,0.3897114317029974
0.7000000000000002,0,0.34641016151377546
0.7500000000000002,0,0.34641016151377546
0.7250000000000002,0,0.30310889132455354
0.7500000000000002,0,0.2598076211353316
0.8000000000000003,0,0.2598076211353316
0.8250000000000003,0,0.30310889132455354
0.8500000000000003,0,0.2598076211353316
0.9000000000000004,0,0.2598076211353316
0.8750000000000003,0,0.2165063509461097
0.9000000000000004,0,0.17320508075688776
0.8500000000000003,0,0.17320508075688776
0.8250000000000003,0,0.1299038105676658
0.8500000000000003,0,0.08660254037844387
0.9000000000000004,0,0.08660254037844387
0.8750000000000003,0,0.04330127018922193
0.9000000000000004,0,-6.938893903907228e-18
0.9500000000000004,0,-3.877276906038845e-18
0.9750000000000004,0,0.04330127018922193
1.0000000000000004,0,-6.938893903907228e-18
1.0500000000000005,0,-3.877276906038845e-18
1.0750000000000004,0,0.04330127018922193
1.0500000000000005,0,0.08660254037844387
1.1000000000000005,0,0.08660254037844387
1.1250000000000004,0,0.1299038105676658
1.1500000000000004,0,0.08660254037844387
1.2000000000000004,0,0.08660254037844387
1.1750000000000005,0,0.04330127018922193
